ID,Text,Comment
Building.FuelEngine.DisplayName,Motore a carburante liquido,
Building.FuelEngine.FlavorDescription,"Il carburante liquido è ancora più potente per generare energia.",
Building.PowerShaftVerticalTIntersection.DisplayName,Albero energetico intersezione a T verticale,
Building.PowerShaftUpwardTIntersection.DisplayName,Albero energetico intersezione a T verso l'alto,
Building.PowerShaftDownwardTIntersection.DisplayName,Albero energetico intersezione a T verso il basso,
Building.DecorativeFloor.DisplayName,Pavimento decorativo,
Building.DecorativeFloor.Description,"Un pavimento puramente decorativo.",
Building.LargeUndergroundTank.DisplayName,Serbatoio interrato,
Building.UndergroundWarehouse.DisplayName,Magazzino interrato,
Building.IndustrialPile.DisplayName,Pila industriale,
Building.TubewayStation.Small.DisplayName,Piccola stazione metrocastorina,
Building.TubewayLevee.DisplayName,Argine con metrocastorina,
NaturalResource.AppleTree.DisplayName,Albero di mele,
NaturalResource.AppleTree.FlavorDescription,I semi sono stati portati da viaggiatori provenienti da terre lontane.,
NaturalResource.Beetroot.DisplayName,Barbabietola,
NaturalResource.Beetroot.FlavorDescription,Viola. Ha un buon sapore quando cotta nell'olio e coperta di sciroppo.,
NaturalResource.Pepper.DisplayName,Peperone,
NaturalResource.Pepper.FlavorDescription,Solo i più coraggiosi lo mangiano crudo.,
NaturalResource.Radish.DisplayName,Ravanello,
NaturalResource.Radish.FlavorDescription,Amaro. Probabilmente preferiresti una carota.,
NaturalResource.Tomato.DisplayName,Pomodoro,
NaturalResource.Tomato.FlavorDescription,Succoso,
Need.Fire.DisplayName,Fuoco,
Need.DryFur.DisplayName,Pelo asciutto,
ToolGroups.Clay,Argilla,
ToolGroups.Platforms,Piattaforme e Sporgenze,
ToolGroups.Industry,Industria,
Building.Wonder.Emberpelts.DisplayName,Meraviglia di Fuoco,
Building.Wonder.Emberpelts.Description,"Distribuisce risorse su tutta la Terra. Quando attivata, rende i castori nell'area estremamente felici.",
Building.Wonder.Emberpelts.FlavorDescription,"A me sembra un grosso focolaio.",
Faction.Emberpelts.WonderCompletionFlavor,"Dopo aver ottenuto grandi ricchezze e conoscenze, i tuoi castori hanno provato a condividere i frutti del loro lavoro con il pianeta sofferente. Purtroppo è bruciato tutto. Almeno i tuoi castori hanno potuto vedere qualcosa che bruciava!",
Faction.Emberpelts.WonderCompletionMessage,"Congratulazioni! Hai padroneggiato le Pellicce di Fuoco e hai attinto alle risorse di questa mappa per costruire la meraviglia della fazione.",
Building.LumberMill.Large.DisplayName,Segheria industriale grande,
Building.Smelter.Large.DisplayName,Fonderia grande,
Building.GearWorkshop.Large.DisplayName,Officina degli ingranaggi grande,
Good.PhoenixEssence.DisplayName,Essenza della Fenice,
Good.PhoenixEssence.PluralDisplayName,Essenza della Fenice,
Need.Juice.DisplayName,Succo,
Building.Floodgate.Flat.DisplayName,Chiusa con superficie piatta,
Building.DoubleFloodgate.Flat.DisplayName,Chiusa doppia con superficie piatta,
Building.TripleFloodgate.Flat.DisplayName,Chiusa tripla con superficie piatta,
Building.Floodgate.Flat.Description,Ferma l'acqua a un'altezza regolabile. Un nuovo design più compatto che permette di costruirci sopra.,
Building.PhoenixDistillery.DisplayName,Distilleria della Fenice,
Building.PhoenixDistillery.Description,Per la produzione dell'Essenza della Fenice,
Manufactory.Recipe.BadwaterRig.PurifiedWater,Acqua purificata,
Manufactory.Recipe.BadwaterRig.ForcedExtraction,Estrazione forzata della malacqua,
