ID,Text,Comment
Lapantouflemagic.Artsylodge.FlavorDescription,"« Oui, les plans DOIVENT avoir leurs enluminures pour être utilisables ! »
- Le castor artiste",32
Lapantouflemagic.Builderslodge.DisplayName,Loge de Charpentier,33
Lapantouflemagic.Builderslodge.Description,"Une maison citadine qui sert d’atelier pour deux castors constructeurs.
<color=#00FFFF>Bâtiment étanche</color>",34
Lapantouflemagic.Builderslodge.FlavorDescription,"« Mon propre bureau, enfin ! »",35
Luc.Lodge.Description,"Une petite maison pour un camionneur.
<color=#00FFFF>Bâtiment étanche</color>",41
Lapantouflemagic.primitivedam.DisplayName,Barrage Primitif,42
Lapantouflemagic.primitivedam.Description,Une structure semi-étanche à la mode des castors d’autrefois,43
Lapantouflemagic.primitivedamupgrade.DisplayName,Amélioration de Barrage Primitif,44
Lapantouflemagic.primitivedamupgrade.Description,Un barrage plus élevé rajouté sur le précédent.,45
Lapantouflemagic.primitivedamupgrade.FlavorDescription,« On arrivera peut-être à survivre avec ça »,46
Lapantouflemagic.primitivedamUtility.DisplayName,Barrage Utilitaire,47
Lapantouflemagic.primitivedamUtility.FlavorDescription,« Pratique ! »,49
Lapantouflemagic.LogstairsWB.DisplayName,Escaliers en Rondins,50
Lapantouflemagic.logstairsWB.DisplayName,Escaliers en Rondins de Chêne,51
Lapantouflemagic.BirchlogstairsWB.DisplayName,Escaliers en Rondins de Boulot,52
Lapantouflemagic.ScramblelogstairsWB.DisplayName,Escaliers en Rondins Mélangés,53
Lapantouflemagic.logstairsWB.Description,Une pile de rondins arrangés en un escalier primitif.,54
Lapantouflemagic.logstairsWB.FlavorDescription,"« Et voici pourquoi nous avons besoin d’éducation »
- Un scientifique castor ",55
Lapantouflemagic.CrappyplatformWB.DisplayName,Plateformes Merdiques,56
Lapantouflemagic.CrappyplatformWB_brown.DisplayName,Plateforme Merdique en Chêne,57
Lapantouflemagic.CrappyplatformWB_birch.DisplayName,Plateforme Merdique en Boulot,58
Lapantouflemagic.CrappyplatformWB_scramble.DisplayName,Plateforme Merdique Mélangée,59
Lapantouflemagic.CrappyplatformWB.Description,"Un pathétique assemblage de bois se faisant passer pour une plateforme, une honte pour les castors du monde entier.",60
Lapantouflemagic.CrappyplatformWB.FlavorDescription,"« Et voilà <i>encore</i> pourquoi nous avons besoin d’éducation »
- Un scientifique castor ",61
Lapantouflemagic.crappyWaterWheel.DisplayName,Roue à Aube Merdique,62
Lapantouflemagic.crappyWaterWheel.Description,Une roue a aube mal fichue mais facile a construite.,63
Lapantouflemagic.crappyWaterWheel.FlavorDescription,"« Avec autant de friction, je suis surpris que ce truc n’ait pas encore pris feu. »
- Un castor alchimiste",64
Lapantouflemagic.doublewatertightlodge.DisplayName,Loge Étanche à Deux Étages,89
Lapantouflemagic.doublewatertightlodgeBottom.Description,"Une maison moyenne pour deux camionneurs.
<color=#00FFFF>Bâtiment étanche</color>",91
Lapantouflemagic.doublewatertightlodge.FlavorDescription,« Ça commence à faire du monde ! »,92
Lapantouflemagic.triplewatertightlodge.DisplayName,Loge Étanche Triple,93
Lapantouflemagic.triplewatertightlodge.FlavorDescription,"« Est-ce qu’on va arriver a nourrir tout ces gens ? »
- Un castor paysan",95
Luc.Gnawingtent.DisplayName,Poste de Rongeage,102
Luc.Gnawingtent.Description,Une sorte de scierie primitive qui marche à la force de nos dents.,103
Luc.Gnawingtent.FlavorDescription,"« On a vraiment besoin d’une meilleure solution. »
- Un castor dentiste",104
Luc.primitiveironworks.DisplayName,Forge Primitive,105
Luc.primitiveironworks.Description,Une fosse à feu et une enclume essayant de se faire passer pour une forge.,106
Luc.primitiveironworks.FlavorDescription,« T’imagines faire ça avec tes dents ? »,107
Luc.primitivepapermill.DisplayName,Papeterie Primitive,108
Luc.primitivepapermill.Description,Une méthode ancienne de fabrication du papier.,109
Luc.primitivepapermill.FlavorDescription,"« On dirait une sort de soupe »
- Mathilda la cinglée",110
Luc.sawmill.DisplayName,Scierie Rudimentaire,111
Luc.sawmill.Description,"Une scierie utilisant l’énergie mécanique du réseau.
Consomme des scies circulaires pour un plus haut rendement en planches.
<color=#00FFFF>Bâtiment étanche</color> ",112
Luc.sawmill.FlavorDescription,"« Cette nouvelle machine est pratique, enfin à condition que la lame n’explose pas et blesse quelqu’un. »
- Maman Castor",113
Lapantouflemagic.largefarmhouse.DisplayName,Grande Ferme,114
Lapantouflemagic.largefarmhouse.FlavorDescription,"« Ca serait pas un peu… COMMUNISTE ? »
- Papy Castor",115
Lapantouflemagic.Mushroomtent.DisplayName,Champignonnière,116
Lapantouflemagic.Mushroomtent.Description,"Un coin abrité ou faire pousser des champignons à partir de bois ou de sciure.
<color=#FF6EC7>Peut fonctionner sans travailleur dédié.</color>",117
Lapantouflemagic.Mushroomtent.FlavorDescription,"« Est-ce que je mange ce champi rouge a pois blancs ? Il a l’air bon ! »
- Kevin le crétin, dernières paroles",118
Lapantouflemagic.Cookingtent.DisplayName,Tente de Cuisson,119
Lapantouflemagic.Cookingtent.Description,"Une petite cuisine en extérieur pour préparer des plats simples.
<color=#FF6EC7>Peut fonctionner sans travailleur dédié.</color>",120
Lapantouflemagic.Cookingtent.FlavorDescription,"« Qu’est-ce qu’on peut mettre dans mon ragoût ? Ha ! Qu’est-ce qu’on ne peut PAS y mettre ?
- Mathilda la cinglée",121
Lapantouflemagic.IndustrialKitchen.DisplayName,Cuisine Industrielle,122
Lapantouflemagic.IndustrialKitchen.Description,"Une grande cuisine à assistance mécanique pour nourrir toute une colonie.
<color=#00FFFF>Bâtiment étanche</color>",123
Lapantouflemagic.IndustrialKitchen.FlavorDescription,« Les légendes parlent d’un cuistot qui aurait un jour disparu sans laisser de trace. »,124
Luc.Library.DisplayName,Bibliothèque,125
Luc.Library.FlavorDescription,"« Ces trucs ont l’air délicieux... »
- Kévin le crétin",126
Luc.Architect.DisplayName,Loge d’Architecte,127
Luc.Architect.Description,"Un bâtiment fantaisiste qui permet aux architectes de montrer qu’ils valent mieux que nous. Accessoirement là ou ils tracent les plans de bâtiments complexes qui ne s’effondrent pas betement.
<color=green>Fonctionne comme un grand escalier</color>
<color=#00FFFF>Bâtiment étanche</color>",128
Luc.Architect.FlavorDescription,"« Il n’y a rien de pire qu’un architecte. »
- Un castor ingénieur anonyme",129
Luc.Engineer.DisplayName,Loge de Mécanicien,130
Luc.Engineer.Description,"Un bâtiment fantaisiste qui permet aux ingénieurs de montrer qu’ils sont plus intelligents que nous. Accessoirement là ou ils tracent les plans de systèmes mécaniques qui n’explosent pas sans raison. 
<color=#00FFFF>Bâtiment étanche</color>",131
Luc.Engineer.FlavorDescription,"« Il n’y a rien de pire qu’un ingénieur. »
- Un castor architecte anonyme",132
Building.PlankTank.DisplayName,Petite Citerne en Planches,136
Building.PlankTank.Description,Une meilleur citerne de stockage.,137
Lapantouflemagic.NewLido.Description,"Une piscine pour barboter dans l’eau.
Si le bassin ne contient pas déjà de l’eau, un <color=green>déversoir</color> peut etre installé.",138
Lapantouflemagic.WaterDump.Description,"Déverse de l’eau.
Doit etre construit dans une <color=green>Piscine en plein air</color>
<color=#FF6EC7>Peut fonctionner sans travailleur dédié.</color>",139
Lapantouflemagic.GazTank.DisplayName,Citerne de Gaz,154
Lapantouflemagic.GazTank.Description,Une citerne pressurisée pour stocker des gaz tels que le Méthane ou l’Hydrogène.,155
Lapantouflemagic.GazTank.FlavorDescription,"« Héhéhé, j’ai pété à l’intérieur »
- Papy castor",156
Lapantouflemagic.IrrigationTower2.DisplayName,Loge Tour d’Irrigation,158
Lapantouflemagic.Injury.DeathMessage,<color=green>s’est fait happer par une grosse machine et est mort</color>,159
Need.Stew.DisplayName,Ragoût,164
Need.Minedeath.DisplayName,Accident de spéléologie,171
Need.Minedeath.DeathMessage,<color=green>s’est aventuré dans un tunnel sombre et s’est fait dévorer par une Grue</color>,172
Need.Juice.DisplayName,Jus de Fruits,173
Need.Coconut.DisplayName,Noix de Coco,174
Need.Ananas.DisplayName,Ananas,175
Good.WaterWheelBlueprint.DisplayName,Plan de Roue à Aube Améliorée,182
Good.WaterWheelBlueprint.PluralDisplayName,Plans de Roue à Aube Améliorée,183
Good.WaterWheelFancyBlueprint.DisplayName,Plan de Roue à Aube Améliorée Enluminé,206
Good.WaterWheelFancyBlueprint.PluralDisplayName,Plans de Roue à Aube Améliorée Enluminés,215
Good.LargeFarmhouseBlueprint.DisplayName,Plan de Grande Ferme,186
Good.LargeFarmhouseBlueprint.PluralDisplayName,Plans de Grande Ferme,187
Good.LargeFarmhouseFancyBlueprint.DisplayName,Plan de Grande Ferme Enluminé,208
Good.LargeFarmhouseFancyBlueprint.PluralDisplayName,Plans de Grande Ferme Enluminés,217
Reciepe.Charcoal.DisplayName,Charbon de Bois,236
Reciepe.HomebrewAlcohol.DisplayName,Distillation d’Alcool,238
Good.BadCogs.PluralDisplayName,Engrenages faits à la patte,242
Good.Sawdust.PluralDisplayName,Sciure,245
Good.Sawdust.DisplayName,Sciure,246
Good.Mushrooms.DisplayName,Champignons,247
Good.Mushrooms.PluralDisplayName,Champignons,248
Good.Mushrooms1.PluralDisplayName,Croissance Lente,249
Good.Mushrooms2.PluralDisplayName,Croissance Rapide,250
Good.Awfulstew.DisplayName,Ragoût Abominable,251
Good.Awfulstew.PluralDisplayName,Ragoût Abominable,252
Good.Stew.DisplayName,Ragoût,253
Good.Deluxestew.DisplayName,Ragoût Divin,264
Good.Deluxestew.PluralDisplayName,Ragoût Divin,265
Good.Sunfloweroil.DisplayName,Huile de Tournesol,268
Good.Sunfloweroil.PluralDisplayName,Huile de Tournesol,269
Good.Nitroglycerin.DisplayName,Nitroglycerine,270
Good.Nitroglycerin.PluralDisplayName,Nitroglycerine,271
Good.Tar.DisplayName,Goudron,272
Good.Tar.PluralDisplayName,Goudron,273
Good.Ironore.DisplayName,Minerai de Fer,274
Good.Ironore.PluralDisplayName,Minerai de Fer,275
Good.Saltpeter.DisplayName,Salpêtre ,276
Good.Saltpeter.PluralDisplayName,Salpêtre ,277
Good.coal.DisplayName,Charbon,278
Good.coal.PluralDisplayName,Charbon,279
Good.Crudesawblade.DisplayName,Scie circulaire rudimentaire,282
Good.Crudesawblade.PluralDisplayName,Scies circulaires rudimentaires,283
Good.Steelsawblade.DisplayName,Scie circulaire en Acier,284
Good.Steelsawblade.PluralDisplayName,Scies circulaires en Acier,285
Good.Anvil.DisplayName,Enclume,286
Good.Anvil.PluralDisplayName,Enclumes,287
Good.Screwaxle.DisplayName,Axe Fileté,292
Good.Screwaxle.PluralDisplayName,Axes Filetés,293
Good.Metalfixation.DisplayName,Fixations en Métal,294
Good.Metalfixation.PluralDisplayName,Fixations en Métal,295
Good.Educativebooks.DisplayName,Livres de bibliothèque incroyablement compacts,296
Good.Educativebooks.PluralDisplayName,Livres de bibliothèque incroyablement compacts,297
Good.ScrapMetal1.DisplayName,Fonte,302
Good.ScrapMetal1.PluralDisplayName,Fonte,303
Good.Pencils.DisplayName,Crayons,304
Good.Pencils.PluralDisplayName,Crayons,305
Good.Berryjuice.DisplayName,Jus de Baies,308
Good.Berryjuice.PluralDisplayName,Jus de Baies,309
Good.Rail.DisplayName,Rail,316
Good.Rail.PluralDisplayName,Rails,317
Good.Librarybooks.DisplayName,Livre de bibliothèque,318
Good.Librarybooks.PluralDisplayName,Livres de bibliothèque,319
Good.Coconut.DisplayName,Noix de Coco,320
Good.Coconut.PluralDisplayName,Noix de Coco,321
Good.Ananas.DisplayName,Ananas,322
Good.Ananas.PluralDisplayName,Ananas,323
Good.Seashells.DisplayName,Coquillages,324
Good.Seashells.PluralDisplayName,Coquillages,325
Good.Shellnecklace.DisplayName,Collier,326
Good.Shellnecklace.PluralDisplayName,Colliers,327
Good.Methane.DisplayName,Méthane,328
Good.Methane.PluralDisplayName,Méthane,329
Good.Alcohol.DisplayName,Alcool Fort,330
Good.Alcohol.PluralDisplayName,Alcool Fort,331
Good.ExoticSeeds.DisplayName,Graine Exotique,332
Good.ExoticSeeds.PluralDisplayName,Graines Exotiques,333
Good.Pumpkin.DisplayName,Courge,336
Good.Pumpkin.PluralDisplayName,Gourges,337
Lapantouflemagic.Pumpkin.FlavorDescription,"« … et une fois par an, lors de la plus sombre des nuits, elles ouvrent des yeux brillants et une grande bouche… pour MANGER les vilains chatons ! »
- Mamie castor, histoires au coin du feu",339
TopBar.Special,Noyaux de bâtiments,340
TopBar.Plan,Plans,341
TopBar.Constructionmaterials,Matériaux de construction,342
TopBar.Drinkable,Boissons,343
ToolGroups.village,Bâtiments Essentiels de Village,344
ToolGroups.Basicbuildings,Bâtiments Basiques,345
ToolGroups.intermediatebuildings,Bâtiments Intermédiaires,346
ToolGroups.advancedbuildings,Bâtiments Avancés,347
ToolGroups.lightindustry,Bâtiments Industriels,348
ToolGroups.heavyindustrybuildings,Bâtiments Industriels Avancés,349
ToolGroups.Damhouses,"Maisons, Barrages, et Maisons-Barrages",350
Lapantouflemagic.Loglevee.Description,"Une levée faite en agglutinants de nombreux rondins plantés dans la boue, pour des ajustements minimes au lit de rivière.",352
Lapantouflemagic.primitivedam.FlavorDescription,"« En fin de compte, c’est pas si moche ! »
- Un castor urbaniste",353
Lapantouflemagic.4Wdistrictcenter.DisplayName,Centre de District en Croisement,355
Lapantouflemagic.Unstorablestorage.DisplayName,Ressource non stockable,356
Lapantouflemagic.StorageHouseW.DisplayName,Magasin de Liquides,357
Lapantouflemagic.StorageHouseW.Description,"Une maison à deux étages dont le premier est dédié au stockage de liquides.
<color=#00FFFF>Bâtiment étanche</color>",358
Lapantouflemagic.StorageHouseB.FlavorDescription,"« Je… Je vous jure, j’ai essayé ! J’ai fait de mon mieux, mais j’ai pas pu m’en empêcher, il FALLAIT que ça soit aussi une maison ! »
- Un castor architecte",359
Lapantouflemagic.StorageHouseB.DisplayName,Magasin de Caisses,360
Lapantouflemagic.StorageHouseB.Description,"Une grande maison à deux étages dont celui du haut est dédié au stockage de caisses.
<color=#00FFFF>Bâtiment étanche</color>",361
Lapantouflemagic.StorageHouseW.FlavorDescription,« Fait à l’Image du pinacle de l’architecture hoomaine : Un cube. »,362
Lapantouflemagic.BIT.DisplayName,École Normale Subeaveure,366
Lapantouflemagic.BIT.FlavorDescription,"« Selon nos archives, le nom traditionnel remonterait a une ancienne tribu d’hoomains mangeurs de grenouilles »
- Ernest sans-dents, Doyen castor",367
Lapantouflemagic.triplewatertightlodgeBottom.DisplayName,Loge Étanche Triple,368
Lapantouflemagic.triplewatertightlodgeBottom.Description,"Une grande maison pour cinq camionneurs.
<color=#00FFFF>Bâtiment étanche</color>",91
Lapantouflemagic.triplewatertightlodgeBottom.FlavorDescription,"« Est-ce que quelqu’un supervise tout ça ? »
- Le même castor paysan",370
Lapantouflemagic.DeepWaterPumpUpgrade.DisplayName,Amélioration de Pompe à Eau Profonde,371
Lapantouflemagic.DeepWaterPumpUpgrade.FlavorDescription,"« On peut faire tout un barrage en les alignant ! »
- Ernest sans-dents, Doyen castor",372
Lapantouflemagic.waterpumpUpgrade.DisplayName,Amélioration de Pompe à Eau,373
Lapantouflemagic.waterpumpUpgrade.FlavorDescription,"« Si seulement le tube était plus long... »
- Un castor Pompiste",374
Lapantouflemagic.DeepWaterpumpupgradewallsegment.DisplayName,Segment Terminal d’Améliorations de Pompe à Eau Profonde,375
Lapantouflemagic.DeepWaterpumpupgradewallsegment.Description,"Un morceau de bâtiment étanche sans fonction particulière, si ce n’est de terminer proprement une chaîne d’améliorations de pompe à eau profonde.
<color=red>Enfoncez la caméra dans le bâtiment si le placement est difficile</color>
<color=#00FFFF>Bâtiment étanche</color>",376
Lapantouflemagic.DeepWaterpumpupgradewallsegment.FlavorDescription,"« Nous, on construit nos barrages comme il faut, on est pas des sauvages ! »
- Le chef d’expédition",377
Lapantouflemagic.Waterpumpupgradewallsegment.DisplayName,Segment terminal d’Améliorations de Pompe à Eau,378
Lapantouflemagic.Waterpumpupgradewallsegment.Description,"Un morceau de bâtiment étanche sans fonction particulière, si ce n’est de terminer proprement une chaîne d’améliorations de pompe à eau.
<color=red>Enfoncez la caméra dans le bâtiment si le placement est difficile</color>
<color=#00FFFF>Bâtiment étanche</color>",379
Lapantouflemagic.Waterpumpupgradewallsegment.FlavorDescription,"« Et si on construisait uniquement ce morceau sans la pompe pour bloquer...Naaan, c’est une idée idiote ! »
- Un ingénieur castor",380
Good.ComicBooks.DisplayName,Bande Dessinnée,383
Good.ComicBooks.PluralDisplayName,Bandes Dessniées,384
Lapantouflemagic.Lightgravitybattery.DisplayName,Batterie à Gravité Légère,388
Lapantouflemagic.Lightgravitybattery.Description,Une batterie à gravité facile a construire et utilisant des rondins comme poids,389
Lapantouflemagic.Lightgravitybattery.FlavorDescription,Une punition typique pour les enfants est d’être laissés à pendouiller là-dessus pendant quelques heure,390
Good.Scaffolding.DisplayName,Échafaudage,394
Good.Scaffolding.PluralDisplayName,Échafaudages,395
Good.Balloon.DisplayName,Montgolfière,396
Good.Balloon.PluralDisplayName,Montgolfières,397
Good.Clay.DisplayName,Argile,398
Good.Clay.PluralDisplayName,Argile,399
Good.MeanFlower.DisplayName,Fleur de Ronces,400
Good.MeanFlower.PluralDisplayName,Fleurs de Ronces,401
Good.Cabbage2.DisplayName,Choux,402
Good.Cabbage2.PluralDisplayName,Choux,403
Lapantouflemagic.Brambles.FlavorDescription,"« Un jour, le monde sera recouvert de ces saletés »
- Un castor bûcheron",405
Lapantouflemagic.Cabbage.DisplayName,Choux,406
Lapantouflemagic.Cabbage.FlavorDescription,"« Si tu croque dedans, tu le MANGE ! »
- Mamie castor",407
Lapantouflemagic.GiantSequoia.DisplayName,Séquoia doré,408
Lapantouflemagic.GiantSequoia.FlavorDescription,"« Tu imagines jusqu’à quelle hauteur on va pouvoir construire avec ça ? »
- Un castor architecte",409
Good.RedGrapes.DisplayName,Raisins,410
Good.RedGrapes.PluralDisplayName,Raisins,411
Lapantouflemagic.grapevine.DisplayName,Pied de Vigne,412
Lapantouflemagic.NewVine.FlavorDescription,"« Aaah, le retour de la civilisation ! Enfin ! »
- Un castor fermenteur",413
Lapantouflemagic.Rice.DisplayName,Rizière,417
Lapantouflemagic.Rice.FlavorDescription,Ne remuez pas la boue.,418
Good.Rice.DisplayName,Riz,419
Good.Rice.PluralDisplayName,Riz,420
Good.FriedRice.DisplayName,Riz Sauté,421
Good.FriedRice.PluralDisplayName,Riz Sauté,422
Good.ChestnutStew.DisplayName,Ragoût de Champignons,423
Good.ChestnutStew.PluralDisplayName,Ragoût de Champignons,424
Good.GreenStew.DisplayName,Ragoût de Légumes,425
Good.GreenStew.PluralDisplayName,Ragoût de Légumes,426
NaturalResource.PinkBirch.DisplayName,Fleurier,428
Good.BraisedCabbage.PluralDisplayName,Choux Braisé,433
Good.BraisedCabbage.DisplayName,Choux Braisé,434
Lapantouflemagic.2x2LousyWarehouse.DisplayName,Entrepôt merdique,435
Lapantouflemagic.2x2LousyWarehouse.Description,Un espace a peu près propre pour y empiler des ressources.,436
Lapantouflemagic.2x2LousyWarehouse.FlavorDescription,"« Vous m’avez appelé pour ça ? Y’a rien ! Pas de toit, pas de murs, rien ! »
- Un castor charpentier",437
Lapantouflemagic.LousyWarehouseS.DisplayName,Mini Entrepôt Merdique,438
Lapantouflemagic.LousyWarehouseS.Description,Un exemple de paresse majeure appliquée à une tâche qui le mérite bien.,439
Lapantouflemagic.LousyWarehouseS.FlavorDescription,"« Je refuse de perdre mon temps avec ça »
- Un castor charpentier",440
Lapantouflemagic.Cabbage2.DisplayName,Choux,441
Lapantouflemagic.Cabbage2.FlavorDescription,"« Si tu croque dedans, tu le MANGE ! »
- Mamie castor",442
NaturalResource.PinkBirch.FlavorDescription,"« Mais c’est quoi la ‘’Barbapapa’’ ? Pourquoi tout le monde les appelle comme ça ? »
- Un castor paysan",443
Good.Salt.DisplayName,Sel de Montagne,445
Good.Salt.PluralDisplayName,Sel de Montagne,446
Lapantouflemagic.GreenPeas.DisplayName,Petits Pois,452
Lapantouflemagic.GreenPeas.FlavorDescription,"« Vous saviez que les petits pois crûs c’est délicieux ? »
- Une maman castor",453
Lapantouflemagic.NewWaterPump.Description,"Pompe et filtre l’eau pour que les castors puissent boire.
<color=#00FFFF>Bâtiment étanche</color>",454
Good.MediumCauldron.DisplayName,Chaudron en Métal,456
Good.MediumCauldron.PluralDisplayName,Chaudrons en Métal,457
Need.Filth.CriticalDescription,Ce castor est couvert de crasse et refuse de travailler si on ne le laisse pas aller se débarbouiller.,458
Need.Filth.CriticalDescriptionShort,Castor Sale !,459
Good.Toys.DisplayName,Jouet en Bois,460
Good.Toys.PluralDisplayName,Jouets en Bois,461
Lapantouflemagic.ClayPot.DisplayName,Fait-tout en Terre Cuite,462
Lapantouflemagic.ClayPot.PluralDisplayName,Fait-tout en Terre Cuite,463
Lapantouflemagic.Filth.DisplayName,Fourrure propre,464
Lapantouflemagic.ClayPit.DisplayName,Fosse à Argile,465
Lapantouflemagic.ClayPit.Description,Un segment de rivière abrité du courant dans laquelle les castors creusent la boue pour récoler de l’argile.,466
Lapantouflemagic.ClayPit.FlavorDescription,"« Berk ! Ça colle ! Dégeu ! »
- Un castor creuseur d’argile",467
Lapantouflemagic.Foundry.DisplayName,Haut Fourneau,468
Lapantouflemagic.Foundry.FlavorDescription,"« Tous les déchets sont combustibles, si on y met assez de volonté »
Le contremaître du haut-fourneau",469
Lapantouflemagic.RiverBath.DisplayName,Bain de Rivière,470
Lapantouflemagic.RiverBath.Description,Un espace communal ou les castors se retrouvent pour se laver après une dure journée de travail.,471
Lapantouflemagic.RiverBath.FlavorDescription,"« C’est moi qui prend le seau rose ! » « Non il est à moi, c’est toujours moi qui le prend ! »
- Chamailleries de chatons typiques",472
Lapantouflemagic.Florist.DisplayName,Fleuriste,475
Lapantouflemagic.Florist.Description,"Une petite maison monopolisant une quantité invraisemblable de ressources dans le seul et unique but de permettre a un castor de vivre de sa passion.
Peut sauver votre colonie si vous avez bêtement laissé mourir tous vos buissons à baies, ou si vous avez trouvé le moyen d’éradiquer les ronces.
La terrasse doit être <color=yellow>au dessus du sol</color>.
<color=#00FFFF>Bâtiment étanche</color>",476
Lapantouflemagic.Florist.FlavorDescription,"« Tu vois, les pissenlits et les baies ne germent que dans un type bien précis de sol, très difficile à répliquer. C’est pour ça qu’on ne peut pas en planter partout »
- Un castor fleuriste",477
Lapantouflemagic.Overhang.DisplayName,Corniche,478
Lapantouflemagic.Overhang.FlavorDescription,"« Je n’ai pas peur du vide ! »
- Kevin le crétin",479
Lapantouflemagic.CornerOverhang.DisplayName,Corniche d’Angle,480
Lapantouflemagic.RPG.PluralDisplayName,Jeux de Rôle,484
Lapantouflemagic.FarmUpgradeA.DisplayName,Amélioration de Ferme : Bureau de Charpentiers,485
Lapantouflemagic.FarmUpgradeA.FlavorDescription,"« Travailler depuis chez soi, c’est pratique, mais quand on a des chatons qui courent dans tous les sens, c’est bien mieux d’avoir un bureau dédié. »
- Un castor charpentier",487
Lapantouflemagic.FarmUpgradeB.DisplayName,Amélioration de Ferme : Entrepot des Camionneurs,488
Lapantouflemagic.FarmUpgradeB.FlavorDescription,"« Pouruoi on doit compter le nombre de choux qu’on a ? Les nombres c’est compliqué ! »
- Kevin le Crétin, à propos du concept d’inventaire.",490
Lapantouflemagic.FarmUpgradeC.DisplayName,Amélioration de Ferme : Grenier des Geeks,491
Lapantouflemagic.FarmUpgradeC.FlavorDescription,"« Après que l’immense porte se soit refermée derrière vous et que vos yeux se soient habitués à la pénombre, vous pouvez enfin discerner les traits du génie du mal qui menace le monde… Sa terrible Louche de la Damnation en main, Mathilda sourit et vous demande : « Voulez-vous rejoindre ma Soupe ? »
Passez un test de terreur ou prenez 2d6 de dégats ! »",493
