ID,Text,Comment
Lapantouflemagic.CrappyplatformWB_birch.DisplayName,桦树平台,58
Lapantouflemagic.CrappyplatformWB_scramble.DisplayName,多彩平台,59
Lapantouflemagic.CrappyplatformWB.Description,一个让海狸都感到尴尬的怕平台.,60
Lapantouflemagic.CrappyplatformWB.FlavorDescription,"""或许<i>这就是我们需要学习的原因</i>"" 
-科学家海狸",61
Luc.crappyWaterWheel.DisplayName,简易水车,62
Luc.crappyWaterWheel.Description,粗糙但容易建造的水车.,63
Luc.crappyWaterWheel.FlavorDescription,"""没着火就很幸运了 !"" 
-炼金术士海狸",64
Lapantouflemagic.Crappywindmill3.DisplayName,简易风车 H3,65
Lapantouflemagic.Crappywindmill3.Description,"一个小风车,产生的能量少的可怜.
必须建造在离地面3米高",66
Lapantouflemagic.Crappywindmill3.FlavorDescription,"""这是什么东西? 我们是水狸,不是风狸 !""
-探险队长",67
Lapantouflemagic.Crappywindmill6.DisplayName,简易风车 H6,68
Lapantouflemagic.Crappywindmill6.Description,"一个小风车,产生较多的能量
必须建造在离地面6米高",69
Lapantouflemagic.Crappywindmill6.FlavorDescription,"""我告诉过你, 我们是水狸,不是风狸 !""
-探险队长",70
Lapantouflemagic.Crappywindmill9.DisplayName,简易风车 H9,71
Lapantouflemagic.Crappywindmill9.Description,"一个小风车,产生更多的能量
必须建造在离地面9米高",72
Lapantouflemagic.Crappywindmill9.FlavorDescription,"""你做这些就是来烦我的,是么?""
-探险队长",73
Lapantouflemagic.Crappywindmill12.DisplayName,简易风车 H12,74
Lapantouflemagic.Crappywindmill12.Description,"一个小风车,产生相当多的能量
必须建造在离地面12米高",75
Lapantouflemagic.Crappywindmill12.FlavorDescription,"""你们这些异教徒!""
-探险队长",76
Luc.watertightlodge.DisplayName,防水屋,86
Luc.watertightlodge.Description,"可容纳许多海狸的防水大房子.
<color=#00FFFF>防水建筑",87
Luc.watertightlodge.FlavorDescription,"""大坝的坚实基础"" 
-建筑师",88
Lapantouflemagic.doublewatertightlodge.DisplayName,两层防水小屋,89
Lapantouflemagic.doublewatertightlodgeBottom.Description,"两个海狸家庭的中型水坝屋.
<color=green>可容纳2名劳工</color>"". 
Color=#00FFFF>防水建筑</color> ",91
Lapantouflemagic.doublewatertightlodge.FlavorDescription,"""我们能养活那么多人吗?"" 
-农民海狸",92
Lapantouflemagic.triplewatertightlodge.DisplayName,三单元小屋,93
Lapantouflemagic.triplewatertightlodge.FlavorDescription,"""我们的人口正在失去控制"" 
-农民海狸",95
Luc.Gnawingtent.DisplayName,锯木小屋,102
Luc.Gnawingtent.Description,原始而低效的锯齿锯木厂.,103
Luc.Gnawingtent.FlavorDescription,"""我们真的需要想出一个更好的解决方案”
-牙医海狸",104
Luc.primitiveironworks.DisplayName,初级铁制品,105
Luc.primitiveironworks.Description,一个几乎无法成形金属的地方.,106
Luc.primitiveironworks.FlavorDescription,"""想象一下这是用牙齿咬出来的 !""",107
Luc.primitivepapermill.DisplayName,初级造纸厂,108
Luc.primitivepapermill.Description,一种古老的造纸方法.,109
Luc.primitivepapermill.FlavorDescription,"""它看起来像某种汤""
-疯狂厨师玛蒂尔达",110
Luc.sawmill.DisplayName,初级锯木厂,111
Luc.sawmill.Description,"使用粗锯片的动力锯木厂，产量更高，但消耗金属锯片
<color=#00FFFF>防水建筑</color>",112
Luc.sawmill.FlavorDescription,"""这项新技术很好，但我们希望刀片不会断裂伤人"" 
-海狸妈妈",113
Lapantouflemagic.largefarmhouse.DisplayName,大型农舍,114
Lapantouflemagic.largefarmhouse.FlavorDescription,"""这不是有点。。。共产主义者!?"" 
-海狸爷爷",115
Lapantouflemagic.Mushroomtent.DisplayName,蘑菇屋,116
Lapantouflemagic.Mushroomtent.Description,用木头或木屑种植蘑菇的隐蔽场所.,117
Lapantouflemagic.Mushroomtent.FlavorDescription,"""我应该吃这个红白相间的吗？看起来很美味"" 
-鲍比遗言",118
Lapantouflemagic.Cookingtent.DisplayName,烹饪帐篷,119
Lapantouflemagic.Cookingtent.Description,一个做炖菜的户外小厨房.,120
Lapantouflemagic.Cookingtent.FlavorDescription,"""哈我们不能把什么放进去?"" 
-疯狂厨师玛蒂尔达",121
Luc.IndustrialKitchen.DisplayName,工业厨房,122
Luc.IndustrialKitchen.Description,"一个大型的、专门为整个殖民地提供食物的厨房
<color=#00FFFF>防水建筑</color>",123
Luc.IndustrialKitchen.FlavorDescription,"""传说有一天，一个厨师消失了，从此再也找不到了""",124
Luc.Library.DisplayName,图书馆,125
Luc.Library.FlavorDescription,"""它们看起来有点好吃“
-笨蛋鲍比",126
Luc.Architect.DisplayName,工程测量站,127
Luc.Architect.Description,"一座奇特的建筑
<color=green>可用作楼梯使用</color>. 
<color=#00FFFF>防水建筑</color>",128
Luc.Architect.FlavorDescription,"""建筑师是最差的."" 
-一个匿名的工程师",129
Luc.Engineer.DisplayName,机修工宿舍,130
Luc.Engineer.Description,"一座奇特的建筑，用于设计有效的机械建筑。
<color=#00FFFF>防水建筑</color>",131
Luc.Engineer.FlavorDescription,"""工程师是最差的"" 
-一个匿名的建筑师",132
Building.PlankTank.DisplayName,小型储存罐+,136
Building.PlankTank.Description,一个稍微好一点的储罐.,137
Lapantouflemagic.NewLido.Description,"在水中玩得开心的地方.
如果池塘中还没有水, 要先安排<color=green>排水点</color> ",138
Lapantouflemagic.WaterDump.Description,"排水点.
必须在<color=green>水池区</color>内建造",139
Lapantouflemagic.Superplatform2x2Metal.DisplayName,2x2超级平台,151
Lapantouflemagic.Superplatform2x3Metal.DisplayName,2x3超级平台,152
Lapantouflemagic.Superplatform3x4Metal.DisplayName,3x4超级平台,153
Lapantouflemagic.GazTank.DisplayName,气罐,154
Lapantouflemagic.GazTank.Description,用于储存气体,155
Lapantouflemagic.GazTank.FlavorDescription,"""呵呵，我在里面放屁了""
-海狸爷爷",156
Building.GiantBuriedTank.FlavorDescription,"""我一直梦想着在汤里游泳！“”
-疯狂厨师玛蒂尔达",157
Lapantouflemagic.IrrigationTower2.DisplayName,灌溉塔,158
Lapantouflemagic.Injury.DeathMessage,<color=green>被机器吃了</color>,159
Need.Misery.DisplayName,垃圾食品,160
Need.Misery.CriticalDescriptionShort,乱炖!,161
Need.Misery.CriticalDescription,这只海狸感到恶心.,162
Need.Misery.DeathMessage,<color=green>吃了太多垃圾食品死掉了</color>,163
Need.Stew.DisplayName,炖菜,164
Need.Disgustingfood.DisplayName,Yuck!,165
Need.Disgustingfood.CriticalDescription,这只海狸感到恶心.,166
Need.Disgustingfood.CriticalDescriptionShort,蘑菇汁 !,167
Need.Disgustingfood.DeathMessage,<color=green>蘑菇汁喝多了窜死了</color>,168
Need.Amazingfood.DisplayName,美食,169
Need.Mushrooms.DisplayName,蘑菇,170
Need.Minedeath.DisplayName,矿井,171
Need.Minedeath.DeathMessage,<color=green>ventured into a dark tunnel and was eaten by a Grue</color>,172
Need.Juice.DisplayName,果汁,173
Need.Coconut.DisplayName,椰子,174
Need.Ananas.DisplayName,凤梨,175
Good.WaterWheelBlueprint.DisplayName,大型水车蓝图,182
Good.WaterWheelBlueprint.PluralDisplayName,大型水车蓝图,183
Good.WaterWheelFancyBlueprint.DisplayName,大型水车花式蓝图,206
Good.WaterWheelFancyBlueprint.PluralDisplayName,大型水车花式蓝图,215
Good.LargeFarmhouseBlueprint.DisplayName,大型农舍蓝图,186
Good.LargeFarmhouseBlueprint.PluralDisplayName,大型农舍蓝图,187
Good.LargeFarmhouseFancyBlueprint.DisplayName,大型农舍花式蓝图,208
Good.LargeFarmhouseFancyBlueprint.PluralDisplayName,大型农舍花式蓝图,217
Good.GiantBuriedTankBlueprint.DisplayName,巨型地埋桶蓝图,194
Good.GiantBuriedTankBlueprint.PluralDisplayName,巨型地埋桶蓝图,195
Good.GiantBuriedTankFancyBlueprint.DisplayName,巨型地埋桶花式蓝图,196
Good.GiantBuriedTankFancyBlueprint.PluralDisplayName,巨型地埋桶花式蓝图,197
Reciepe.LargeFarmhouseBlueprintCopy.DisplayName,大型农舍,225
Reciepe.WaterWheelBlueprintCopy.DisplayName,大型水轮,229
Reciepe.GiantBuriedTankBlueprintCopy.DisplayName,巨型地埋桶,232
Reciepe.Charcoal.DisplayName,木炭,236
Reciepe.Chestnutflour.DisplayName,栗子粉,237
Reciepe.HomebrewAlcohol.DisplayName,酒精蒸馏,238
Reciepe.FoodDelivery.DisplayName,食品供应,239
reciepe.Iron6Coal4.PluralDisplayName,铁 60% - 碳 40%,240
reciepe.Iron4Coal6.PluralDisplayName,铁 40% - 碳 60%,241
Good.BadCogs.PluralDisplayName,爪形齿轮,242
Good.BadPlank.DisplayName,齿形平板,243
Good.BadPlank.PluralDisplayName,齿形木板,244
Good.Sawdust.PluralDisplayName,木屑,245
Good.Sawdust.DisplayName,木屑,246
Good.Mushrooms.DisplayName,蘑菇,247
Good.Mushrooms.PluralDisplayName,蘑菇,248
Good.Mushrooms1.PluralDisplayName,蘑菇缓慢生长,249
Good.Mushrooms2.PluralDisplayName,蘑菇快速生长,250
Good.Awfulstew.DisplayName,乱炖,251
Good.Awfulstew.PluralDisplayName,乱炖,252
Good.Stew.DisplayName,炖菜,253
Good.Deluxestew.DisplayName,豪华炖菜,264
Good.Deluxestew.PluralDisplayName,豪华炖菜,265
Good.Deluxestew1.DisplayName,豪华炖菜,266
Good.Deluxestew1.PluralDisplayName,豪华炖菜,267
Good.Sunfloweroil.DisplayName,葵花籽油,268
Good.Sunfloweroil.PluralDisplayName,葵花籽油,269
Good.Nitroglycerin.DisplayName,硝酸甘油,270
Good.Nitroglycerin.PluralDisplayName,硝酸甘油,271
Good.Tar.DisplayName,焦油,272
Good.Tar.PluralDisplayName,焦油,273
Good.Ironore.DisplayName,铁矿石,274
Good.Ironore.PluralDisplayName,铁矿石,275
Good.Saltpeter.DisplayName,硝石,276
Good.Saltpeter.PluralDisplayName,硝石,277
Good.coal.DisplayName,碳,278
Good.coal.PluralDisplayName,碳,279
Good.Fossil.DisplayName,化石,280
Good.Fossil.PluralDisplayName,化石,281
Good.Crudesawblade.DisplayName,锯片,282
Good.Crudesawblade.PluralDisplayName,锯片,283
Good.Steelsawblade.DisplayName,钢制锯片,284
Good.Steelsawblade.PluralDisplayName,钢制锯片,285
Good.Anvil.DisplayName,铁砧,286
Good.Anvil.PluralDisplayName,铁砧,287
Good.Qualityaxle.DisplayName,优质车轴,288
Good.Qualityaxle.PluralDisplayName,优质车轴,289
Good.Wellbalancedwheel.DisplayName,平衡良好的车轮,290
Good.Wellbalancedwheel.PluralDisplayName,平衡良好的车轮,291
Good.Screwaxle.DisplayName,压榨机,292
Good.Screwaxle.PluralDisplayName,螺旋轴,293
Good.Metalfixation.DisplayName,钉子,294
Good.Metalfixation.PluralDisplayName,钉子,295
Good.Educativebooks.DisplayName,小红书,296
Good.Educativebooks.PluralDisplayName,小红书,297
Good.Smallcauldron.DisplayName,小锅,298
Good.Smallcauldron.PluralDisplayName,小锅,299
Good.Largecauldron.DisplayName,大锅,300
Good.Largecauldron.PluralDisplayName,大锅,301
Good.ScrapMetal1.DisplayName,矿石熔炼,302
Good.ScrapMetal1.PluralDisplayName,矿石熔炼,303
Good.Pencils.DisplayName,铅笔套装,304
Good.Pencils.PluralDisplayName,铅笔套装,305
Good.Carrotjuice.DisplayName,胡萝卜汁,306
Good.Carrotjuice.PluralDisplayName,胡萝卜汁,307
Good.Berryjuice.DisplayName,浆果汁,308
Good.Berryjuice.PluralDisplayName,浆果汁,309
Good.Shroomjuice.DisplayName,蘑菇汁,310
Good.Shroomjuice.PluralDisplayName,蘑菇汁,311
Good.Anvilmold.DisplayName,砧模,312
Good.Anvilmold.PluralDisplayName,砧模,313
Good.Scauldronmold.DisplayName,小锅模具,314
Good.Scauldronmold.PluralDisplayName,小锅模具,315
Good.Rail.DisplayName,围栏,316
Good.Rail.PluralDisplayName,围栏,317
Good.Librarybooks.DisplayName,图书,318
Good.Librarybooks.PluralDisplayName,图书,319
Good.Coconut.DisplayName,椰子,320
Good.Coconut.PluralDisplayName,椰子,321
Good.Ananas.DisplayName,凤梨,322
Good.Ananas.PluralDisplayName,凤梨,323
Good.Seashells.DisplayName,贝壳,324
Good.Seashells.PluralDisplayName,贝壳,325
Good.Shellnecklace.DisplayName,贝壳项链,326
Good.Shellnecklace.PluralDisplayName,贝壳项链,327
Good.Methane.DisplayName,甲烷,328
Good.Methane.PluralDisplayName,甲烷,329
Good.Alcohol.DisplayName,烈酒,330
Good.Alcohol.PluralDisplayName,烈酒,331
Good.ExoticSeeds.DisplayName,奇异种子,332
Good.ExoticSeeds.PluralDisplayName,奇异种子,333
Good.BrokenGlass.DisplayName,碎玻璃,334
Good.BrokenGlass.PluralDisplayName,碎玻璃,335
Good.Pumpkin.DisplayName,南瓜,336
Good.Pumpkin.PluralDisplayName,南瓜,337
Lapantouflemagic.Pumpkin.Description,一种不需要大量工作，但如果不加以控制，往往会无序生长的巨大作物.,338
Lapantouflemagic.Pumpkin.FlavorDescription,"""... 每年有一次，在最黑暗的夜晚，他们张开发光的眼睛和嘴巴。。。吃淘气的小东西 !""
-海狸奶奶，篝火故事",339
TopBar.Special,建筑核心元素,340
TopBar.Plan,蓝图,341
TopBar.Constructionmaterials,建筑材料,342
TopBar.Drinkable,饮料,343
ToolGroups.village,村庄基本结构,344
ToolGroups.Basicbuildings,基本建筑,345
ToolGroups.intermediatebuildings,中级建筑,346
ToolGroups.advancedbuildings,高级建筑,347
ToolGroups.lightindustry,工业建筑,348
ToolGroups.heavyindustrybuildings,先进的工业建筑,349
ToolGroups.Damhouses,房屋和水坝,350
Luc.notutorial.warning,<color=red>教程与这个MOD不兼容</color>,351
Luc.Loglevee.Description,"用许多粘在泥里的原木做成的粗堤，用于基本的景观美化。
需要靠近高地.",352
Lapantouflemagic.primitivedam.FlavorDescription,"""事实上，它看起来不错 !"" 
-城市海狸",353
Lapantouflemagic.4Wdistrictcenter.DisplayName,四路区域中心,355
Lapantouflemagic.Unstorablestorage.DisplayName,不可存储的资源,356
Lapantouflemagic.StorageHouseW.DisplayName,液体储藏室,357
Lapantouflemagic.StorageHouseW.Description,"一座兼作液体储藏室的高房子
<color=#00FFFF>防水建筑</color>",358
Lapantouflemagic.StorageHouseW.FlavorDescription,"""我…我试过，我真的试过，但我忍不住了，
我必须把它建成一所房子 !""
-一个建筑师",359
Lapantouflemagic.StorageHouseB.DisplayName,板条箱储藏室,360
Lapantouflemagic.StorageHouseB.Description,"一座兼作板条箱储藏室的高房子
<color=#00FFFF>防水建筑</color>",361
Lapantouflemagic.StorageHouseB.FlavorDescription,"""模仿胡曼建筑的巅峰：立方体""",362
Lapantouflemagic.KitchenModule.DisplayName,通用厨房模块,363
Lapantouflemagic.KitchenModule.Description,"工业厨房的一个小扩建
<color=#00FFFF>防水建筑</color>",364
Lapantouflemagic.KitchenModule.FlavorDescription,"""好多机器,我都不知道怎么做饭了,到底哪里出问题了呢 ?""",365
Lapantouflemagic.BIT.DisplayName,科学研究所,366
Lapantouflemagic.BIT.FlavorDescription,"""根据我们的档案，这个传统的名字可以追溯到一些吃青蛙的胡曼部落""
-聪明的无牙海狸老人",367
Lapantouflemagic.triplewatertightlodgeBottom.DisplayName,三单元小屋,368
Lapantouflemagic.triplewatertightlodgeBottom.Description,"一个大房子，供两个家庭担任<color=green>搬运工</color>.
<color=#00FFFF>防水建筑</color>",369
Lapantouflemagic.triplewatertightlodgeBottom.FlavorDescription,"""我们的人口正在失去控制""
 -同一只农民海狸",370
Lapantouflemagic.DeepWaterPumpUpgrade.DisplayName,深水泵升级,371
Lapantouflemagic.DeepWaterPumpUpgrade.FlavorDescription,"我们可以用这个做一个完整的水坝!
 -聪明的无牙海狸老人",372
Lapantouflemagic.waterpumpUpgrade.DisplayName,水泵升级,373
Lapantouflemagic.waterpumpUpgrade.FlavorDescription,要是水泵不那么短就好了?,374
Lapantouflemagic.DeepWaterpumpupgradewallsegment.DisplayName,深水泵升(两侧),375
Lapantouflemagic.DeepWaterpumpupgradewallsegment.Description,"一种防水结构，用于覆盖原始水泵的两侧.
<color=red>如果放置困难，请将相机推入建筑物</color>.
<color=#00FFFF>防水建筑</color>",376
Lapantouflemagic.DeepWaterpumpupgradewallsegment.FlavorDescription,我们用正确的方式建造水坝，我们不是野蛮人,377
Lapantouflemagic.Waterpumpupgradewallsegment.DisplayName,水泵升级(两侧),378
Lapantouflemagic.Waterpumpupgradewallsegment.Description,"一种防水结构，用于覆盖原始水泵的两侧.
<color=red>如果放置困难，请将相机推入建筑物</color>.
<color=#00FFFF>防水建筑</color>",379
Lapantouflemagic.Waterpumpupgradewallsegment.FlavorDescription,如果我们只是在没有泵堵塞的情况下建造。。。好吧，那是个愚蠢的主意 !,380
Good.IndustrialKitchenFancyBlueprint.DisplayName,工业厨房花式蓝图,381
Good.IndustrialKitchenFancyBlueprint.PluralDisplayName,工业厨房花式蓝图,382
Good.ComicBooks.DisplayName,连环漫画杂志,383
Good.ComicBooks.PluralDisplayName,连环漫画杂志,384
Lapantoufemagic.ComicsSegment.DisplayName,漫画书板块,385
Lapantoufemagic.ComicsSegment.Description,书呆子们阅读漫画书的舒适场所.,386
Lapantoufemagic.ComicsSegment.FlavorDescription,谁能想到世界需要拯救这么多次,387
Lapantouflemagic.Lightgravitybattery.DisplayName,轻型重力电池,388
Lapantouflemagic.Lightgravitybattery.Description,使用一堆原木作为重量，轻松构建重力电池.,389
Lapantouflemagic.Lightgravitybattery.FlavorDescription,对幼崽的一种常见惩罚是在那里晃上几个小时.,390
Good.Scaffolding.DisplayName,脚手架,394
Good.Scaffolding.PluralDisplayName,脚手架,395
Good.Balloon.DisplayName,气球,396
Good.Balloon.PluralDisplayName,气球,397
Good.Clay.DisplayName,黏土,398
Good.Clay.PluralDisplayName,黏土,399
Good.MeanFlower.DisplayName,荆棘花,400
Good.MeanFlower.PluralDisplayName,荆棘花,401
Good.Cabbage2.DisplayName,卷心菜,402
Good.Cabbage2.PluralDisplayName,卷心菜,403
Lapantouflemagic.Brambles.FlavorDescription,总有一天，世界将被那些...,405
Lapantouflemagic.Cabbage.DisplayName,卷心菜,406
Lapantouflemagic.Cabbage.FlavorDescription,"""咬一口,就得全吃了.""
 -海狸奶奶",407
Lapantouflemagic.GiantSequoia.DisplayName,巨杉,408
Lapantouflemagic.GiantSequoia.FlavorDescription,想想我们用它能建多高 !,409
Good.RedGrapes.DisplayName,红葡萄,410
Good.RedGrapes.PluralDisplayName,红葡萄,411
Lapantouflemagic.grapevine.DisplayName,葡萄藤,412
Lapantouflemagic.NewVine.FlavorDescription,啊，文明终于回来了 !,413
Lapantouflemagic.Rice.DisplayName,水稻,417
Lapantouflemagic.Rice.FlavorDescription,不要搅泥.,418
Good.Rice.DisplayName,大米,419
Good.Rice.PluralDisplayName,大米,420
Good.FriedRice.DisplayName,炒饭,421
Good.FriedRice.PluralDisplayName,炒饭,422
Good.ChestnutStew.DisplayName,炖蘑菇,423
Good.ChestnutStew.PluralDisplayName,炖蘑菇,424
Good.GreenStew.DisplayName,炖蔬菜,425
Good.GreenStew.PluralDisplayName,炖蔬菜,426
NaturalResource.PinkBirch.DisplayName,香椿,428
Lapantouflemagic.SpaciousHouse.DisplayName,宽敞的房子,430
Good.BraisedCabbage.PluralDisplayName,口蘑卷心菜,433
Good.BraisedCabbage.DisplayName,口蘑卷心菜,434
Lapantouflemagic.2x2LousyWarehouse.DisplayName,简易仓库,435
Lapantouflemagic.2x2LousyWarehouse.Description,一个稍微整洁的空间，可以适当地存储资源.,436
Lapantouflemagic.2x2LousyWarehouse.FlavorDescription,"""你称之为建筑？什么都没有！没有屋顶，没有墙壁，什么都没有 !""
 -海狸建筑师",437
Lapantouflemagic.LousyWarehouseS.DisplayName,迷你小仓库,438
Lapantouflemagic.LousyWarehouseS.Description,简简单单就建好了.,439
Lapantouflemagic.LousyWarehouseS.FlavorDescription,"""我不会浪费时间""
-建筑工人",440
Lapantouflemagic.Cabbage2.DisplayName,卷心菜,441
Lapantouflemagic.Cabbage2.FlavorDescription,尝起来像卷心菜,442
NaturalResource.PinkBirch.FlavorDescription,"""棉花糖是什么？为什么大家都叫它们“棉花糖树"" ?""
-农民海狸",443
Lapantouflemagic.FoodPlaza.DisplayName,很棒的烹饪帐篷,444
Good.Salt.DisplayName,山盐,445
Good.Salt.PluralDisplayName,山盐,446
Good.ZauerKraut.DisplayName,酸菜,447
Good.ZauerKraut2.DisplayName,桶清洁,448
Good.ZauerKraut.PluralDisplayName,酸菜,449
Lapantouflemagic.GreaterCookingtent.DisplayName,更大的烹饪帐篷,450
Lapantouflemagic.GreaterCookingtent.FlavorDescription,"""不同的厨师意见相左并不罕见，但有一天，三位不同的炖菜师傅开始争论哪种炖菜最好养活一个群体.
随后发生的事情后来被称为“伟大的炖肉战争”。祈祷这种事不再发生，基特 !""
-海狸爷爷，讲述他是如何失去尾巴的.",451
Lapantouflemagic.GreenPeas.DisplayName,青豆,452
Lapantouflemagic.GreenPeas.FlavorDescription,"""你知道吗,新鲜的青豆很好吃?""
-海狸妈妈",453
Lapantouflemagic.NewWaterPump.Description,"为海狸提供饮用水.
<color=#00FFFF>防水建筑</color>",454
Good.MediumCauldron.DisplayName,中锅,456
Good.MediumCauldron.PluralDisplayName,中锅,457
Need.Filth.CriticalDescription,这只海狸脏兮兮，不给洗澡就罢工.,458
Need.Filth.CriticalDescriptionShort,脏海狸!,459
Good.Toys.DisplayName,木制玩具,460
Good.Toys.PluralDisplayName,木制玩具,461
Lapantouflemagic.ClayPot.DisplayName,粘土罐,462
Lapantouflemagic.ClayPot.PluralDisplayName,粘土罐,463
Lapantouflemagic.Filth.DisplayName,清洁毛发,464
Lapantouflemagic.ClayPit.DisplayName,粘土坑,465
Lapantouflemagic.ClayPit.Description,一个受保护的河流空间，供海狸搅拌泥浆和准备粘土.,466
Lapantouflemagic.ClayPit.FlavorDescription,"""呃,好黏,好恶心""
 -一只黏糊糊的海狸",467
Lapantouflemagic.Foundry.DisplayName,高炉,468
Lapantouflemagic.Foundry.FlavorDescription,"""任何东西都可能是易燃废物，
如果你足够努力.""
-铸造监督员",469
Lapantouflemagic.RiverBath.DisplayName,浴盆,470
Lapantouflemagic.RiverBath.Description,一个简单的保护空间，供许多海狸在长期干旱后洗澡.,471
Lapantouflemagic.RiverBath.FlavorDescription,"""我想要粉红色的水桶 !"" ""不，它是我的，我一直用它""
-孩子们争吵",472
Lapantouflemagic.KitchenHouse.DisplayName,机械化厨房,473
Lapantouflemagic.KitchenHouse.FlavorDescription,"""我的炖菜是最好的炖菜。不同意的人。。。变成炖菜""
-疯狂厨师玛蒂尔达",474
Lapantouflemagic.Florist.DisplayName,花房,475
