ID,Text,Comment
Luc.Library.Description,研究のための沢山の本を納めた大きな建物。\r\nレイヤー階層ツールを使用して図書館の中を見ることができる。\r\n<color=green>中にモジュールを設置可能。</color>,-
Luc.Library.FlavorDescription,「ここビュッフェ形式なんだぁ～」—愚かなビーバー,-
Luc.Architect.DisplayName,建築士のロッジ,-
Luc.Architect.Description,建築士が他の誰よりも優れていることを誇示するための豪華な建物。\r\nついでに構造的に盤石な建物の設計もする。\r\n<color=#00FFFF>水を通さない建物</color>\r\n<color=green>大きな階段としても機能する。</color>,-
Luc.Architect.FlavorDescription,「建築士は最低だ。」—某機械工ビーバー,-
Luc.Engineer.DisplayName,機械工のロッジ,-
Luc.Engineer.Description,機械工が他の誰よりも賢いことを誇示するための豪華な建物。\r\nついでに機械化された建物の設計もする。\r\n<color=#00FFFF>水を通さない建物</color>,-
Luc.Engineer.FlavorDescription,「機械工は最低だ。」—某建築士ビーバー,-
Luc.PumpingHouse.DisplayName,手動汲水ポンプの家,-
Luc.PumpingHouse.Description,手動で水を汲み上げて反対側に吐き出すポンプで、家も兼ねている。\r\nちょっとした灌漑には適しているが、それ以外に使うには力不足。,-
Luc.PumpingHouse.FlavorDescription,「押せっ……！押せっ……！」,-
Building.PlankTank.DisplayName,板製の小さなタンク,-
Building.PlankTank.Description,少し改善されたタンク。,-
Lapantouflemagic.NewLido.Description,水遊びができる水泳場。\r\n池が乾いているなら <color=green>放水場</color> を設置できる。,-
Lapantouflemagic.WaterDump.Description,放水する。\r\n<color=green>リド</color> の中にしか設置できない。,-
Lapantouflemagic.Superplatform2x2Metal.DisplayName,超足場 2x2,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Lapantouflemagic.Superplatform2x3Metal.DisplayName,超足場 2x3,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Lapantouflemagic.Superplatform3x4Metal.DisplayName,超足場 3x4,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Lapantouflemagic.GazTank.DisplayName,ガスタンク,-
Lapantouflemagic.GazTank.Description,メタンなどのガスを貯蔵するための加圧タンク。\r\n<color=red>発酵樽から優先的に運び出すように液体貯蔵庫を<color=green>取り寄せる<color=red>に設定してください。</color>,-
Lapantouflemagic.GazTank.FlavorDescription,「い～ひっひ、中に屁ぇこいてやったわい。」—婆さんビーバー,-
Building.GiantBuriedTank.FlavorDescription,「スープの中で泳ぐ夢が叶った！」—狂気の料理人マチルダ,-
Lapantouflemagic.IrrigationTower2.DisplayName,給水塔ロッジ,-
Lapantouflemagic.Need.Injury.DeathMessage,は重機に挟まれて亡くなりました。,-
Need.Misery.DisplayName,有毒な食べ物,-
Need.Misery.CriticalDescriptionShort,ひどいシチュー！,-
Need.Misery.CriticalDescription,病気です。,-
Need.Misery.DeathMessage,は有毒な食べ物を食べ過ぎたことによる食中毒で亡くなりました。,-
Need.Stew.DisplayName,シチュー,-
Need.Disgustingfood.DisplayName,ヴォエッ！,-
Need.Disgustingfood.CriticalDescription,病気です。,-
Need.Disgustingfood.CriticalDescriptionShort,キノコジュース！,-
Need.Disgustingfood.DeathMessage,はキノコの水を飲みすぎたことによる下痢で亡くなりました。,-
Need.Amazingfood.DisplayName,極上の食べ物,-
Need.Mushrooms.DisplayName,キノコ,-
Need.Minedeath.DisplayName,鉱山事故,-
Need.Minedeath.DeathMessage,は闇の洞穴に足を踏み入れた瞬間グルーに食べられて亡くなりました。,-
Need.Juice.DisplayName,ジュース,-
Need.Coconut.DisplayName,ココナッツ,-
Need.Ananas.DisplayName,パイナップル,-
Good.MysteriousCrate.DisplayName,謎の金属製の箱,-
Good.MysteriousCrate.PluralDisplayName,謎の金属製の箱,-
Good.MechanicalWaterpumpBlueprint.DisplayName,自動汲水ポンプの設計図,-
Good.MechanicalWaterpumpBlueprint.PluralDisplayName,自動汲水ポンプの設計図,-
Good.PapermillBlueprint.DisplayName,製紙工場の設計図,-
Good.PapermillBlueprint.PluralDisplayName,製紙工場の設計図,-
Good.GristmillBlueprint.DisplayName,製粉所の設計図,-
Good.GristmillBlueprint.PluralDisplayName,製粉所の設計図,-
Good.WaterWheelBlueprint.DisplayName,大きな水車の設計図,-
Good.WaterWheelBlueprint.PluralDisplayName,大きな水車の設計図,-
Good.MushroomFarmBlueprint.DisplayName,キノコ農場の設計図,-
Good.MushroomFarmBlueprint.PluralDisplayName,キノコ農場の設計図,-
Good.LargeFarmhouseBlueprint.DisplayName,大きな農場の設計図,-
Good.LargeFarmhouseBlueprint.PluralDisplayName,大きな農場の設計図,-
Good.DamUpgradeBlueprint.DisplayName,ダム（アップグレード）の設計図,-
Good.DamUpgradeBlueprint.PluralDisplayName,ダム（アップグレード）の設計図,-
Good.AquaticFarmhouseBlueprint.DisplayName,水生農場の設計図,-
Good.AquaticFarmhouseBlueprint.PluralDisplayName,水生農場の設計図,-
Good.IndustrialKitchenBlueprint.DisplayName,機械化調理場の設計図,-
Good.IndustrialKitchenBlueprint.PluralDisplayName,機械化調理場の設計図,-
Good.GiantBuriedTankBlueprint.DisplayName,巨大埋蔵タンクの設計図,-
Good.GiantBuriedTankBlueprint.PluralDisplayName,巨大埋蔵タンクの設計図,-
Good.GiantBuriedTankFancyBlueprint.DisplayName,精巧な巨大埋蔵タンクの設計図,-
Good.GiantBuriedTankFancyBlueprint.PluralDisplayName,精巧な巨大埋蔵タンクの設計図,-
Good.SuperplatformBlueprint.DisplayName,超足場の設計図,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Good.SuperplatformBlueprint.PluralDisplayName,超足場の設計図,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Good.SmelterBlueprint.DisplayName,製錬所の設計図,-
Good.SmelterBlueprint.PluralDisplayName,製錬所の設計図,-
Good.SmelterFancyBlueprint.DisplayName,精巧な製錬所の設計図,-
Good.SmelterFancyBlueprint.PluralDisplayName,精巧な製錬所の設計図,-
Good.MechanicalWaterpumpFancyBlueprint.DisplayName,精巧な自動給水ポンプの設計図,-
Good.PapermillFancyBlueprint.DisplayName,精巧な製紙工場の設計図,-
Good.GristmillFancyBlueprint.DisplayName,精巧な製粉所の設計図,-
Good.WaterWheelFancyBlueprint.DisplayName,精巧な大きな水車の設計図,-
Good.MushroomFarmFancyBlueprint.DisplayName,精巧なキノコ農場の設計図,-
Good.LargeFarmhouseFancyBlueprint.DisplayName,精巧な大きな農場の設計図,-
Good.DamUpgradeFancyBlueprint.DisplayName,精巧なダム（アップグレード）の設計図,-
Good.AquaticFarmhouseFancyBlueprint.DisplayName,精巧な水生農場の設計図,-
Good.IndustrialKitchenFancyBlueprint1.DisplayName,精巧な機械化調理場の設計図B,-
Good.IndustrialKitchenFancyBlueprint2.DisplayName,精巧な機械化調理場の設計図A,-
Good.IndustrialKitchenFancyBlueprint.PluralDisplayName,精巧な機械化調理場の設計図,-
Good.IndustrialKitchenFancyBlueprint.DisplayName,精巧な機械化調理場の設計図,-
Good.MechanicalWaterpumpFancyBlueprint.PluralDisplayName,精巧な自動給水ポンプの設計図,-
Good.PapermillFancyBlueprint.PluralDisplayName,精巧な製紙工場の設計図,-
Good.GristmillFancyBlueprint.PluralDisplayName,精巧な製粉所の設計図,-
Good.WaterWheelFancyBlueprint.PluralDisplayName,精巧な大きな水車の設計図,-
Good.MushroomFarmFancyBlueprint.PluralDisplayName,精巧なキノコ農場の設計図,-
Good.LargeFarmhouseFancyBlueprint.PluralDisplayName,精巧な大きな農場の設計図,-
Good.DamUpgradeFancyBlueprint.PluralDisplayName,精巧なダム（アップグレード）の設計図,-
Good.AquaticFarmhouseFancyBlueprint.PluralDisplayName,精巧な水生農場の設計図,-
Good.IndustrialKitchenFancyBlueprint1.PluralDisplayName,精巧な機械化調理場の設計図B,-
Good.IndustrialKitchenFancyBlueprint2.PluralDisplayName,精巧な機械化調理場の設計図A,-
Good.SuperplatformFancyBlueprint.DisplayName,精巧な超足場の設計図,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Good.SuperplatformFancyBlueprint.PluralDisplayName,精巧な超足場の設計図,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Reciepe.DamUpgradeBlueprintCopy.DisplayName,ダム（アップグレード）,-
Reciepe.MechanicalWaterpumpBlueprintCopy.DisplayName,自動汲水ポンプ,-
Reciepe.LargeFarmhouseBlueprintCopy.DisplayName,大きな農場,-
Reciepe.AquaticFarmhouseBlueprintCopy.DisplayName,水生農場,-
Reciepe.IndustrialKitchenBlueprintCopy.DisplayName,機械化調理場,-
Reciepe.MushroomFarmBlueprintCopy.DisplayName,キノコ農場,-
Reciepe.WaterWheelBlueprintCopy.DisplayName,大きな水車,-
Reciepe.GristmillBlueprintCopy.DisplayName,製粉所,-
Reciepe.PapermillBlueprintCopy.DisplayName,製紙工場,-
Reciepe.GiantBuriedTankBlueprintCopy.DisplayName,巨大埋蔵タンク,-
Reciepe.SuperplatformBlueprintCopy.DisplayName,超足場,このSuperは「特大の」という意味の方がしっくりくるかも知れない。
Reciepe.SmelterBlueprintCopy.DisplayName,製錬所,-
Reciepe.Incinerate_sawdust.DisplayName,おがくずを焼却処分,-
Reciepe.Charcoal.DisplayName,木炭,-
Reciepe.Chestnutflour.DisplayName,栗粉,-
Reciepe.HomebrewAlcohol.DisplayName,アルコール蒸留,-
Reciepe.FoodDelivery.DisplayName,食料品,-
reciepe.Iron6Coal4.PluralDisplayName,鉄60％ - 石炭40％,-
reciepe.Iron4Coal6.PluralDisplayName,鉄40％ - 石炭60％,-
Good.BadCogs.PluralDisplayName,手作り歯車,-
Good.BadPlank.DisplayName,歯で削った板,-
Good.BadPlank.PluralDisplayName,歯で削った板,-
Good.Sawdust.PluralDisplayName,おがくず,-
Good.Sawdust.DisplayName,おがくず,-
Good.Mushrooms.DisplayName,キノコ,-
Good.Mushrooms.PluralDisplayName,キノコ,-
Good.Mushrooms1.PluralDisplayName,成長が遅いキノコ,-
Good.Mushrooms2.PluralDisplayName,成長が早いキノコ,-
Good.Awfulstew.DisplayName,ひどいシチュー,-
Good.Awfulstew.PluralDisplayName,ひどいシチュー,-
Good.Stew.DisplayName,シチュー,-
Good.Stew1.DisplayName,シチューA,-
Good.Stew1.PluralDisplayName,シチューA,-
Good.Stew2.DisplayName,シチューB,-
Good.Stew2.PluralDisplayName,シチューB,-
Good.Stew3.DisplayName,シチューC,-
Good.Stew3.PluralDisplayName,シチューC,-
Good.Stew4.DisplayName,シチューD,-
Good.Stew4.PluralDisplayName,シチューD,-
Good.Stew5.DisplayName,まともなシチュー,-
Good.Stew5.PluralDisplayName,まともなシチュー,-
Good.Deluxestew.DisplayName,極上のシチュー,-
Good.Deluxestew.PluralDisplayName,極上のシチュー,-
Good.Deluxestew1.DisplayName,極上のシチュー,-
Good.Deluxestew1.PluralDisplayName,極上のシチュー,-
Good.Sunfloweroil.DisplayName,ひまわり油,-
Good.Sunfloweroil.PluralDisplayName,ひまわり油,-
Good.Nitroglycerin.DisplayName,ニトログリセリン,-
Good.Nitroglycerin.PluralDisplayName,ニトログリセリン,-
Good.Tar.DisplayName,タール,-
Good.Tar.PluralDisplayName,タール,-
Good.Ironore.DisplayName,鉄鉱石,-
Good.Ironore.PluralDisplayName,鉄鉱石,-
Good.Saltpeter.DisplayName,硝石,-
Good.Saltpeter.PluralDisplayName,硝石,-
Good.coal.DisplayName,石炭,-
Good.coal.PluralDisplayName,石炭,-
Good.Fossil.DisplayName,化石,-
Good.Fossil.PluralDisplayName,化石,-
Good.Crudesawblade.DisplayName,粗末なのこぎり,-
Good.Crudesawblade.PluralDisplayName,粗末なのこぎり,-
Good.Steelsawblade.DisplayName,鋼鉄製のこぎり,-
Good.Steelsawblade.PluralDisplayName,鋼鉄製のこぎり,-
Good.Anvil.DisplayName,金床,-
Good.Anvil.PluralDisplayName,金床,-
Good.Qualityaxle.DisplayName,上質な車軸,-
Good.Qualityaxle.PluralDisplayName,上質な車軸,-
Good.Wellbalancedwheel.DisplayName,バランスの良い車輪,-
Good.Wellbalancedwheel.PluralDisplayName,バランスの良い車輪,-
Good.Screwaxle.DisplayName,圧搾機の車軸,-
Good.Screwaxle.PluralDisplayName,圧搾機の車軸,-
Good.Metalfixation.DisplayName,接合金物,釘、ネジ、ボルト、ナットなどの2つのものを締めてくっつける道具の総称。
Good.Metalfixation.PluralDisplayName,接合金物,釘、ネジ、ボルト、ナットなどの2つのものを締めてくっつける道具の総称。
Good.Educativebooks.DisplayName,梱包した書物,-
Good.Educativebooks.PluralDisplayName,梱包した書物,-
Good.Smallcauldron.DisplayName,小釜,-
Good.Smallcauldron.PluralDisplayName,小釜,-
Good.Largecauldron.DisplayName,大釜,-
Good.Largecauldron.PluralDisplayName,大釜,-
Good.ScrapMetal1.DisplayName,精錬鉱石,-
Good.ScrapMetal1.PluralDisplayName,精錬鉱石,-
Good.Pencils.DisplayName,筆記用具,-
Good.Pencils.PluralDisplayName,筆記用具,-
Good.Carrotjuice.DisplayName,にんじんジュース,-
Good.Carrotjuice.PluralDisplayName,にんじんジュース,-
Good.Berryjuice.DisplayName,ベリージュース,-
Good.Berryjuice.PluralDisplayName,ベリージュース,-
Good.Shroomjuice.DisplayName,キノコジュース,-
Good.Shroomjuice.PluralDisplayName,キノコジュース,-
Good.Anvilmold.DisplayName,金床の鋳型,-
Good.Anvilmold.PluralDisplayName,金床の鋳型,-
Good.Scauldronmold.DisplayName,小釜の鋳型,-
Good.Scauldronmold.PluralDisplayName,小釜の鋳型,-
Good.Rail.DisplayName,レール,-
Good.Rail.PluralDisplayName,レール,-
Good.Librarybooks.DisplayName,図書館の本,-
Good.Librarybooks.PluralDisplayName,図書館の本,-
Good.Coconut.DisplayName,ココナッツ,-
Good.Coconut.PluralDisplayName,ココナッツ,-
Good.Ananas.DisplayName,パイナップル,-
Good.Ananas.PluralDisplayName,パイナップル,-
Good.Seashells.DisplayName,貝殻,-
